customer_id,customer_name,region,city,join_date,age,gender,total_lifetime_value
355,Customer_355,West,Hyderabad,2022-09-22,32,Female,12142.7
356,Customer_356,East,Mumbai,2022-09-21,60,Female,8446.31
357,Customer_357,South,Mumbai,2022-04-20,36,Male,8117.99
358,Customer_358,West,Chennai,2022-11-03,38,Female,16497.38
359,Customer_359,North,Hyderabad,2022-07-19,52,Female,1078.86
360,Customer_360,East,Hyderabad,2022-08-14,32,Female,6263.92
361,Customer_361,West,Mumbai,2022-07-04,31,Male,16329.27
362,Customer_362,North,Mumbai,2022-01-31,46,Male,18450.34
363,Customer_363,North,Mumbai,2023-09-06,22,Male,8539.84
364,Customer_364,South,Bangalore,2022-04-09,35,Male,17831.49
365,Customer_365,East,Delhi,2022-12-05,18,Female,4379.14
366,Customer_366,East,Bangalore,2022-09-23,44,Male,4817.83
367,Customer_367,South,Hyderabad,2023-10-14,44,Male,17000.73
368,Customer_368,South,Chennai,2022-12-16,42,Male,18113.53
369,Customer_369,East,Delhi,2023-12-29,58,Male,4844.71
370,Customer_370,East,Chennai,2023-06-28,38,Female,1656.82
371,Customer_371,West,Hyderabad,2023-04-02,31,Female,2261.32
372,Customer_372,West,Hyderabad,2022-03-29,37,Male,5596.93
373,Customer_373,South,Chennai,2022-03-04,45,Female,15348.26
374,Customer_374,West,Chennai,2023-01-22,38,Male,10444.84
375,Customer_375,North,Chennai,2023-04-04,40,Male,9383.98
376,Customer_376,West,Hyderabad,2023-08-09,28,Female,11890.73
377,Customer_377,West,Mumbai,2023-09-28,19,Female,17859.35
378,Customer_378,North,Chennai,2022-09-26,37,Female,2263.39
379,Customer_379,South,Delhi,2023-09-25,41,Female,14047.12
380,Customer_380,North,Hyderabad,2022-12-12,42,Female,18572.42
381,Customer_381,West,Bangalore,2023-12-25,54,Female,4660.33
382,Customer_382,South,Bangalore,2023-10-22,39,Male,16836.56
383,Customer_383,West,Delhi,2022-03-19,41,Female,14111.48
384,Customer_384,North,Mumbai,2022-12-31,32,Male,782.14
385,Customer_385,North,Chennai,2022-01-14,29,Male,5016.43
386,Customer_386,West,Hyderabad,2022-05-16,63,Male,12313.97
387,Customer_387,East,Chennai,2022-10-31,48,Male,10296.81
388,Customer_388,East,Hyderabad,2023-02-01,60,Male,10794.76
389,Customer_389,North,Bangalore,2022-03-20,48,Female,5022.64
390,Customer_390,North,Chennai,2023-12-06,47,Female,13662.57
391,Customer_391,East,Delhi,2023-02-22,58,Male,5695.16
392,Customer_392,East,Mumbai,2022-08-30,37,Male,8093.98
393,Customer_393,West,Delhi,2022-02-20,25,Female,7693.86
394,Customer_394,West,Mumbai,2023-01-19,61,Male,13604.49
395,Customer_395,East,Chennai,2023-01-10,47,Female,2259.93
396,Customer_396,West,Chennai,2023-12-31,52,Female,4508.07
397,Customer_397,West,Mumbai,2022-07-25,38,Female,4409.69
398,Customer_398,South,Bangalore,2023-05-04,64,Male,2614.28
399,Customer_399,West,Hyderabad,2023-01-16,57,Male,4548.1
400,Customer_400,North,Delhi,2022-11-07,45,Male,12337.68
401,Customer_401,West,Delhi,2023-01-10,56,Male,14777.28
402,Customer_402,West,Delhi,2023-09-24,34,Male,13375.92
403,Customer_403,East,Chennai,2023-08-15,29,Male,9766.17
404,Customer_404,North,Delhi,2022-02-11,35,Male,1522.47
405,Customer_405,West,Hyderabad,2023-06-17,64,Male,19200.64
406,Customer_406,West,Hyderabad,2023-06-06,45,Female,3777.49
407,Customer_407,South,Mumbai,2022-06-02,20,Male,13534.22
408,Customer_408,West,Chennai,2022-11-08,32,Female,18301.37
409,Customer_409,West,Hyderabad,2022-10-21,33,Female,14106.65
410,Customer_410,South,Bangalore,2023-08-21,39,Female,4751.97
411,Customer_411,East,Chennai,2022-04-23,48,Male,6658.03
412,Customer_412,West,Chennai,2023-12-02,48,Male,1089.01
413,Customer_413,South,Hyderabad,2022-04-22,18,Male,12448.79
414,Customer_414,North,Bangalore,2022-06-24,28,Female,12453.36
415,Customer_415,East,Mumbai,2022-10-29,23,Male,14647.26
416,Customer_416,North,Hyderabad,2023-05-31,40,Male,714.43
417,Customer_417,North,Bangalore,2022-08-09,26,Female,16447.91
418,Customer_418,South,Chennai,2022-06-20,33,Male,14904.86
419,Customer_419,West,Bangalore,2022-11-14,55,Female,3247.29
420,Customer_420,South,Chennai,2022-08-01,61,Female,7278.72
421,Customer_421,South,Hyderabad,2022-09-10,36,Female,12951.24
422,Customer_422,South,Hyderabad,2022-05-04,62,Male,10168.04
423,Customer_423,South,Delhi,2023-10-02,30,Female,2744.34
424,Customer_424,East,Delhi,2022-08-01,49,Female,2203.23
